tkpi_food_id,food_name_original,category_normalized,_group
tkpi_1045,"Telur bebek tambak, segar (Domestic duck, egg, fresh)",telur,dairy_egg
tkpi_1046,"Telur burung maleo, segar (Maleo, bird, egg , fresh)",telur,dairy_egg
tkpi_1047,"Telur penyu, segar (Turtle, egg)",telur,dairy_egg
tkpi_1048,"Telur burung puyuh, segar (Quail, egg, fress)",telur,dairy_egg
tkpi_1050,"Telur bebek, asin, mentah (Duck, egg, salted, raw)",telur,dairy_egg
tkpi_1051,"Telur bebek, dadar, masakan",telur,dairy_egg
tkpi_1052,"Ikan, telur, asin, mentah (Roe, (fish egg), fresh)",telur,dairy_egg
tkpi_1053,"Bayau mi balu, masakan",telur,dairy_egg
tkpi_1054,"Cucuru bayau, masakan",telur,dairy_egg
tkpi_1055,"Kalio telur, masakan",telur,dairy_egg
tkpi_1057,Susu ibu - ASI,susu,dairy_egg
tkpi_1058,"Susu kambing, segar",susu,dairy_egg
tkpi_1059,"Susu kerbau, segar",susu,dairy_egg
tkpi_1060,"Susu kuda, segar",susu,dairy_egg
tkpi_1061,"Susu sapi, segar",susu,dairy_egg
tkpi_1063,Hangop,susu,dairy_egg
tkpi_1065,Kwark (Quark),susu,dairy_egg
tkpi_1066,"Susu asam untuk bayi, bubuk",susu,dairy_egg
tkpi_1067,Susu bubuk,susu,dairy_egg
tkpi_1068,Susu kental manis,susu,dairy_egg
tkpi_1069,Susu kental tak manis,susu,dairy_egg
tkpi_1070,"Susu skim, bubuk",susu,dairy_egg
tkpi_1071,"Susu skim, segar",susu,dairy_egg
tkpi_1072,"Yoghurt, segar",susu,dairy_egg
tkpi_1075,"Lemak babi  (lard) (pork, fat, lord)",minyak/lemak,fats
tkpi_1076,"Lemak babi (bacon) (pork, fat, bacon)",minyak/lemak,fats
tkpi_1078,"Lemak kerbau (lemak sapi) (fat, buffalo)",minyak/lemak,fats
tkpi_1081,Minyak kacang tanah (Peanut oil),minyak/lemak,fats
tkpi_1087,Margarin (Butter),minyak/lemak,fats
tkpi_1089,Santan (dengan air) (Coconut milk mixed with water),minyak/lemak,fats
tkpi_1090,"Santan murni (Coconut milk, pured)",minyak/lemak,fats
tkpi_1091,"Coklat manis, batang (Chocolate, bar)",konfeksioneri,sweets
tkpi_1092,"Coklat pahit,batang (Chocolate,dark, bar)",konfeksioneri,sweets
tkpi_1093,"Coklat susu, batang (Chocolate, dairy milk, bar)",konfeksioneri,sweets
tkpi_1094,"Coklat bubuk (Cacao, powder)",konfeksioneri,sweets
tkpi_1099,"Kopi bubuk instant (Coffee, instant)",konfeksioneri,sweets
tkpi_1101,Markisa squash,konfeksioneri,sweets
tkpi_1102,"Markisa squash, BD (Squash, markisa)",konfeksioneri,sweets
tkpi_1103,Melase,konfeksioneri,sweets
tkpi_1104,Sirup (syrup),konfeksioneri,sweets
tkpi_1105,"Sirup pirous (syrup, pirous)",konfeksioneri,sweets
tkpi_1106,"Teh hijau daun kering (Tea, leaf, green, dried)",konfeksioneri,sweets
tkpi_1108,"Teh melati daun kering (Tea, jasmine, black, dried)",konfeksioneri,sweets
tkpi_1110,"Asam arang merah, segar (Mysore Gamboge, fresh)",bumbu,misc
tkpi_1111,"Asan kandis, kering (Mysore Gamboge, dry)",bumbu,misc
tkpi_1112,"Asam kandis, segar (Mysore Gamboge, fresh)",bumbu,misc
tkpi_1113,"Asam masak pohon, segar (Tamarind, fresh)",bumbu,misc
tkpi_1114,"Asam payak, segar (Asam paya/ kelubi/ kuwai-kuwai)",bumbu,misc
tkpi_1115,"Bawang merah, segar (Shallot)",bumbu,misc
tkpi_1117,"Boros kunci, segar (Rhizomes / Kaemper / Chinesedey)",bumbu,misc
tkpi_1118,"Boros laja (lengkuas), segar (Rhizomes / Galanga)",bumbu,misc
tkpi_1119,"Cabai gembor merah, segar (Chili papper)",bumbu,misc
tkpi_1120,"Cabai hijau, segar (Chili papper)",bumbu,misc
tkpi_1121,"Cabai merah, kering (Chili papper)",bumbu,misc
tkpi_1122,"Cabai merah, segar (Chili papper)",bumbu,misc
tkpi_1123,"Cabai rawit, segar (Chili papper)",bumbu,misc
tkpi_1124,"Cengkeh, kering (Cloves, dried)",bumbu,misc
tkpi_1125,"Daun salam,  bubuk (Bay-leaf)",bumbu,misc
tkpi_1126,"Jahe, segar (Ginger, root)",bumbu,misc
tkpi_1128,"Ketumbar, kering (Coriander, seed)",bumbu,misc
tkpi_1129,Kluwek (Pucungmit),bumbu,misc
tkpi_1130,"Kunyit, segar (Turmeric)",bumbu,misc
tkpi_1131,"Merica, kering (Pepper)",bumbu,misc
tkpi_1132,"Pala, biji, kering (Nutmeg)",bumbu,misc
tkpi_1133,Balichong (Tiny shrimp fermented),bumbu,misc
tkpi_1134,Bekasam (Tiny shrimp fermented),bumbu,misc
tkpi_1135,Bekasang (Fermented fish),bumbu,misc
tkpi_1136,Cuka (vinegar),bumbu,misc
tkpi_1137,Kecap (Soyabean sauce),bumbu,misc
tkpi_1139,"Petis udang kering (shrimp, fermented, dried (petis))",bumbu,misc
tkpi_1140,"Petis udang pasta (shrimp, fermented, paste (petis))",bumbu,misc
tkpi_1141,"Saos tomat (Tomato, sauce)",bumbu,misc
tkpi_1142,"Tempoya (durian, fermented)",bumbu,misc
tkpi_1144,Terasi dobo,bumbu,misc
tkpi_1145,Terasi merah,bumbu,misc
tkpi_1146,"Kelapa muda, air, segar (Coconut, young,  water, fresh)",minuman non alkohol,beverages
