food_id,food_name_original,food_name_normalized,source,source_url,category_original,category_normalized,water_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_c_mg,unit_basis,scraped_at,cleaned_at,missing_nutrient_count,completeness_score,notes,name_norm,magnesium_mg,magnesium_mg_source,magnesium_mg_confidence,sugars_total_g,sugars_total_g_source,sugars_total_g_confidence,saturated_fat_g,saturated_fat_g_source,saturated_fat_g_confidence,cholesterol_mg,cholesterol_mg_source,cholesterol_mg_confidence,vitamin_b6_mg,vitamin_b6_mg_source,vitamin_b6_mg_confidence,vitamin_b12_mcg,vitamin_b12_mcg_source,vitamin_b12_mcg_confidence
myfcd_0097,"MILK, UHT, LOW FAT","milk, uht, low fat",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111048/0/20/0/0/0,Milk and milk products,milk and milk products,86.05,55.4733,2.9567,1.0867,8.4667,0.5733,0.8667,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",milk uht low fat,8.0,USDA_direct_medium,0.4377,3.3,USDA_direct_medium,0.4377,10.0,USDA_direct_medium,0.4377,54.0,USDA_direct_medium,0.4377,0.045,USDA_direct_medium,0.4377,0.92,USDA_direct_medium,0.4377
myfcd_0098,"YOGURT, DRINKING, PASTEURISED, NATURAL FLAVOUR","yogurt, drinking, pasteurised, natural flavour",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111054/0/20/0/0/0,Milk and milk products,milk and milk products,83.7233,55.35,10.32,2.3367,6.07,2.8,2.56,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",yogurt drinking pasteurised natural flavour,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0099,"YOGURT, LOW FAT, NATURAL","yogurt, low fat, natural",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111057/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,22,0.0,"{""dg"":"""",""dc"":""""}",yogurt low fat natural,16.0,USDA_direct_medium,0.5127,13.8,USDA_direct_medium,0.5127,0.806,USDA_direct_medium,0.5127,5.0,USDA_direct_medium,0.5127,0.045,USDA_direct_medium,0.5127,0.53,USDA_direct_medium,0.5127
myfcd_0100,"ICE-CREAM, VANILLA","ice-cream, vanilla",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111059/0/20/0/0/0,Milk and milk products,milk and milk products,47.6633,261.1367,2.3967,11.8033,36.33,0.5767,1.23,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",ice cream vanilla,10.0,USDA_direct_high,0.7464,17.86,USDA_direct_high,0.7464,0.821,USDA_direct_high,0.7464,7.0,USDA_direct_high,0.7464,0.01,USDA_direct_high,0.7464,0.02,USDA_direct_high,0.7464
myfcd_0101,"YOGURT, DRINKING, PASTEURISED, MIX FRUIT FLAVOURS","yogurt, drinking, pasteurised, mix fruit flavours",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111060/0/20/0/0/0,Milk and milk products,milk and milk products,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,22,0.0,"{""dg"":"""",""dc"":""""}",yogurt drinking pasteurised mix fruit flavours,27.27611940298507,USDA_category_mean,0.2974,9.044745098039217,USDA_category_mean,0.2974,7.532806896551724,USDA_category_mean,0.2974,94.60627177700349,USDA_category_mean,0.2974,0.1071716417910447,USDA_category_mean,0.2974,0.9377611940298508,USDA_category_mean,0.2974
myfcd_0102,"YOGURT, FLAVOURED (STRAWBERRY, ETC)","yogurt, flavoured (strawberry, etc)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111061/0/20/0/0/0,Milk and milk products,milk and milk products,64.9,159.7467,4.89,5.1733,23.4067,0.5133,1.1167,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",yogurt flavoured strawberry etc,10.0,USDA_direct_medium,0.401,11.27,USDA_direct_medium,0.401,0.105,USDA_direct_medium,0.401,4.0,USDA_direct_medium,0.401,0.05,USDA_direct_medium,0.401,0.49,USDA_direct_medium,0.401
myfcd_0103,CONDENSED/EVAPORATED MILK WITH ROSE CORDIAL (SIRAP BANDUNG),condensed/evaporated milk with rose cordial (sirap bandung),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R111062/0/20/0/0/0,Milk and milk products,milk and milk products,82.7433,77.37,4.6667,2.6633,8.6833,0.9333,0.31,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",condensed evaporated milk rose cordial sirap bandung,27.27611940298507,USDA_category_mean,0.3127,9.044745098039217,USDA_category_mean,0.3127,7.532806896551724,USDA_category_mean,0.3127,94.60627177700349,USDA_category_mean,0.3127,0.1071716417910447,USDA_category_mean,0.3127,0.9377611940298508,USDA_category_mean,0.3127
myfcd_0104,"FISH OIL, COD LIVER OIL (MINYAK IKAN KOD)","fish oil, cod liver oil (minyak ikan kod)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R112001/0/20/0/0/0,Oils and fats,oils and fats,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,154.8475,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,19,0.1364,"{""dg"":"""",""dc"":""""}",fish oil cod liver oil minyak ikan kod,0.0,USDA_direct_high,0.6958,,USDA_direct_high,0.6958,22.608,USDA_direct_high,0.6958,570.0,USDA_direct_high,0.6958,0.0,USDA_direct_high,0.6958,0.0,USDA_direct_high,0.6958
myfcd_0105,"MARGARINE SPREAD, WITH SALT (SAPUAN MERJERIN BERGARAM)","margarine spread, with salt (sapuan merjerin bergaram)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R112003/0/20/0/0/0,Oils and fats,oils and fats,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,3.5009,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,21,0.0455,"{""dg"":"""",""dc"":""""}",margarine spread salt sapuan merjerin bergaram,2.0246305418719213,USDA_category_mean,0.3092,3.341595744680851,USDA_category_mean,0.3092,19.469212962962963,USDA_category_mean,0.3092,27.903846153846153,USDA_category_mean,0.3092,0.0868514851485148,USDA_category_mean,0.3092,0.2530964467005076,USDA_category_mean,0.3092
myfcd_0106,"MARGARINE SPREAD, WITHOUT SALT (SAPUAN MERJERIN TANPA GARAM)","margarine spread, without salt (sapuan merjerin tanpa garam)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R112004/0/20/0/0/0,Oils and fats,oils and fats,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,7.4248,0.53325,42.137100000000004,38.485,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,20,0.0909,"{""dg"":"""",""dc"":""""}",margarine spread without salt sapuan merjerin tanpa garam,2.0246305418719213,USDA_category_mean,0.3592,3.341595744680851,USDA_category_mean,0.3592,19.469212962962963,USDA_category_mean,0.3592,27.903846153846153,USDA_category_mean,0.3592,0.0868514851485148,USDA_category_mean,0.3592,0.2530964467005076,USDA_category_mean,0.3592
myfcd_0107,MAYONNAISE (MAYONIS),mayonnaise (mayonis),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R112005/0/20/0/0/0,Oils and fats,oils and fats,28.705,432.7312,1.085,30.765,37.8798,0.0,1.5667,10.3333,25.3676,0.075,580.6667,112.5,0.0,0.29,0.0,0.0,,,0.0667,0.148,0.7217,0.0,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,5,0.7727,"{""dg"":"""",""dc"":""""}",mayonnaise mayonis,2.0246305418719213,USDA_category_mean,0.3253,3.341595744680851,USDA_category_mean,0.3253,19.469212962962963,USDA_category_mean,0.3253,27.903846153846153,USDA_category_mean,0.3253,0.0868514851485148,USDA_category_mean,0.3253,0.2530964467005076,USDA_category_mean,0.3253
myfcd_0108,"OIL, BLEND (MINYAK CAMPURAN)","oil, blend (minyak campuran)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R112009/0/20/0/0/0,Oils and fats,oils and fats,0.1733,222.3533,0.0,99.3667,29.9633,3.0944,0.9833,11.9,0.142,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,16,0.2727,"{""dg"":"""",""dc"":""""}",oil blend minyak campuran,2.0246305418719213,USDA_category_mean,0.2741,3.341595744680851,USDA_category_mean,0.2741,19.469212962962963,USDA_category_mean,0.2741,27.903846153846153,USDA_category_mean,0.2741,0.0868514851485148,USDA_category_mean,0.2741,0.2530964467005076,USDA_category_mean,0.2741
myfcd_0109,"OIL, CANOLA (MINYAK CANOLA)","oil, canola (minyak canola)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R112011/0/20/0/0/0,Oils and fats,oils and fats,0.12,222.3533,0.001,99.47,29.9633,3.0944,0.9833,11.9,0.148,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,16,0.2727,"{""dg"":"""",""dc"":""""}",oil canola minyak canola,0.0,USDA_direct_high,0.8678,0.0,USDA_direct_high,0.8678,7.365,USDA_direct_high,0.8678,0.0,USDA_direct_high,0.8678,0.0,USDA_direct_high,0.8678,0.0,USDA_direct_high,0.8678
myfcd_0110,"OIL, COCONUT (MINYAK KELAPA)","oil, coconut (minyak kelapa)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R112013/0/20/0/0/0,Oils and fats,oils and fats,0.204,222.3533,0.0762,99.63,29.9633,3.0944,0.9833,11.9,0.3931,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,16,0.2727,"{""dg"":"""",""dc"":""""}",oil coconut minyak kelapa,0.0,USDA_direct_medium,0.5489,0.0,USDA_direct_medium,0.5489,82.475,USDA_direct_medium,0.5489,0.0,USDA_direct_medium,0.5489,0.0,USDA_direct_medium,0.5489,0.0,USDA_direct_medium,0.5489
myfcd_0111,"OIL, SUNFLOWER (MINYAK BUNGA MATAHARI)","oil, sunflower (minyak bunga matahari)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R112021/0/20/0/0/0,Oils and fats,oils and fats,0.1017,222.3533,0.0,99.3233,29.9633,3.0944,0.9833,11.9,0.116,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,16,0.2727,"{""dg"":"""",""dc"":""""}",oil sunflower minyak bunga matahari,2.0246305418719213,USDA_category_mean,0.2739,3.341595744680851,USDA_category_mean,0.2739,19.469212962962963,USDA_category_mean,0.2739,27.903846153846153,USDA_category_mean,0.2739,0.0868514851485148,USDA_category_mean,0.2739,0.2530964467005076,USDA_category_mean,0.2739
myfcd_0112,"OIL, VEGETABLE (MINYAK SAYURAN)","oil, vegetable (minyak sayuran)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R112022/0/20/0/0/0,Oils and fats,oils and fats,0.2133,222.3533,0.0,99.7067,29.9633,3.0944,0.9833,11.9,0.2671,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,16,0.2727,"{""dg"":"""",""dc"":""""}",oil vegetable minyak sayuran,2.0246305418719213,USDA_category_mean,0.2402,3.341595744680851,USDA_category_mean,0.2402,19.469212962962963,USDA_category_mean,0.2402,27.903846153846153,USDA_category_mean,0.2402,0.0868514851485148,USDA_category_mean,0.2402,0.2530964467005076,USDA_category_mean,0.2402
myfcd_0113,"SAUCE, THOUSAND ISLAND","sauce, thousand island",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R112023/0/20/0/0/0,Oils and fats,oils and fats,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,25.9773,0.53325,42.137100000000004,88.8967,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,20,0.0909,"{""dg"":"""",""dc"":""""}",sauce thousand island,8.0,USDA_direct_medium,0.5674,15.18,USDA_direct_medium,0.5674,5.092,USDA_direct_medium,0.5674,26.0,USDA_direct_medium,0.5674,0.0,USDA_direct_medium,0.5674,0.0,USDA_direct_medium,0.5674
myfcd_0114,SOFT MARGARINE (MARJERIN LEMBUT),soft margarine (marjerin lembut),MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R112024/0/20/0/0/0,Oils and fats,oils and fats,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,6.914,0.53325,42.137100000000004,16.7375,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,20,0.0909,"{""dg"":"""",""dc"":""""}",soft margarine marjerin lembut,2.0246305418719213,USDA_category_mean,0.2194,3.341595744680851,USDA_category_mean,0.2194,19.469212962962963,USDA_category_mean,0.2194,27.903846153846153,USDA_category_mean,0.2194,0.0868514851485148,USDA_category_mean,0.2194,0.2530964467005076,USDA_category_mean,0.2194
myfcd_0115,"DESSERT, CHILLED COCONUT MILK- & PALM SUGAR-BASED, WITH PANDAN JELLY NOODLES AND RED BEAN (CENDOL)","dessert, chilled coconut milk-  palm sugar-based, with pandan jelly noodles and red bean (cendol)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113007/0/20/0/0/0,Beverages,beverages,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,22,0.0,"{""dg"":"""",""dc"":""""}",dessert chilled coconut milk palm sugar based pandan jelly noodles red bean cendol,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0116,"HOT CHOCOLATE, INSTANT PREMIX (WITH SUGAR, COCOA POWDER, CREAMER)","hot chocolate, instant premix (with sugar, cocoa powder, creamer)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113009/0/20/0/0/0,Beverages,beverages,1.4067,425.2167,4.3367,14.8833,68.48,7.7333,3.16,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",hot chocolate instant premix sugar cocoa powder creamer,,USDA_direct_medium,0.4275,60.0,USDA_direct_medium,0.4275,10.0,USDA_direct_medium,0.4275,0.0,USDA_direct_medium,0.4275,,USDA_direct_medium,0.4275,,USDA_direct_medium,0.4275
myfcd_0117,ENERGY DRINK,energy drink,MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113020/0/20/0/0/0,Beverages,beverages,87.02,51.92,0.49,0.0,12.49,0.0,0.0,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",energy drink,0.0,USDA_direct_high,0.6788,10.42,USDA_direct_high,0.6788,0.0,USDA_direct_high,0.6788,0.0,USDA_direct_high,0.6788,0.0,USDA_direct_high,0.6788,0.0,USDA_direct_high,0.6788
myfcd_0118,ISOTONIC DRINK,isotonic drink,MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113024/0/20/0/0/0,Beverages,beverages,89.6433,41.36,0.0033,0.0,10.3367,0.0,0.0167,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",isotonic drink,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0119,"DESSERT, SWEET LOTUS SEED SOUP (LIN-CHI-KANG)","dessert, sweet lotus seed soup (lin-chi-kang)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113026/0/20/0/0/0,Beverages,beverages,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,22,0.0,"{""dg"":"""",""dc"":""""}",dessert sweet lotus seed soup lin chi kang,28.9211356466877,USDA_category_mean,0.389,12.50324414715719,USDA_category_mean,0.389,0.5430918032786886,USDA_category_mean,0.389,1.824675324675325,USDA_category_mean,0.389,0.1994950819672131,USDA_category_mean,0.389,0.3178859060402684,USDA_category_mean,0.389
myfcd_0120,FRUIT JUICE ORANGE,fruit juice orange,MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113039/0/20/0/0/0,Beverages,beverages,92.5033,31.0567,0.64,0.7767,5.3767,0.1167,0.5867,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",fruit juice orange,3.0,USDA_direct_high,0.7225,9.36,USDA_direct_high,0.7225,0.0,USDA_direct_high,0.7225,0.0,USDA_direct_high,0.7225,0.5,USDA_direct_high,0.7225,0.0,USDA_direct_high,0.7225
myfcd_0121,"TEA, CHRYSANTHEMUM, PACKET, WITH ADDED SUGAR","tea, chrysanthemum, packet, with added sugar",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113050/0/20/0/0/0,Beverages,beverages,94.7167,19.4133,0.0,0.0,4.8533,0.43,0.0,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",tea chrysanthemum packet added sugar,28.9211356466877,USDA_category_mean,0.3775,12.50324414715719,USDA_category_mean,0.3775,0.5430918032786886,USDA_category_mean,0.3775,1.824675324675325,USDA_category_mean,0.3775,0.1994950819672131,USDA_category_mean,0.3775,0.3178859060402684,USDA_category_mean,0.3775
myfcd_0122,"TEA, GREEN, WITH ADDED SUGAR","tea, green, with added sugar",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113051/0/20/0/0/0,Beverages,beverages,93.6933,23.4933,0.0267,0.0,5.8467,0.4067,0.0267,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",tea green added sugar,410.0,USDA_direct_medium,0.5134,27.27,USDA_direct_medium,0.5134,0.0,USDA_direct_medium,0.5134,0.0,USDA_direct_medium,0.5134,1.818,USDA_direct_medium,0.5134,0.0,USDA_direct_medium,0.5134
myfcd_0123,"TEA, KUNDUR, PACKET, WITH ADDED SUGAR","tea, kundur, packet, with added sugar",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113052/0/20/0/0/0,Beverages,beverages,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,22,0.0,"{""dg"":"""",""dc"":""""}",tea kundur packet added sugar,28.9211356466877,USDA_category_mean,0.3775,12.50324414715719,USDA_category_mean,0.3775,0.5430918032786886,USDA_category_mean,0.3775,1.824675324675325,USDA_category_mean,0.3775,0.1994950819672131,USDA_category_mean,0.3775,0.3178859060402684,USDA_category_mean,0.3775
myfcd_0124,"Tea, Stevia (Teh Stevia)","tea, stevia (teh stevia)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113055/0/20/0/0/0,Beverages,beverages,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,230.9247,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,21,0.0455,,tea stevia teh stevia,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
myfcd_0125,CANNED COFFEE,canned coffee,MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113056/0/20/0/0/0,Beverages,beverages,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,22,0.0,"{""dg"":"""",""dc"":""""}",coffee,311.0,USDA_direct_medium,0.4891,0.0,USDA_direct_medium,0.4891,0.101,USDA_direct_medium,0.4891,0.0,USDA_direct_medium,0.4891,0.0,USDA_direct_medium,0.4891,0.0,USDA_direct_medium,0.4891
myfcd_0126,"MILK, MALTED (CHOCOLATE FLAVOUR)","milk, malted (chocolate flavour)",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113057/0/20/0/0/0,Beverages,beverages,85.5,58.4367,1.17,1.6767,9.6667,1.56,0.4267,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",milk malted chocolate flavour,15.0,USDA_direct_medium,0.5713,6.68,USDA_direct_medium,0.5713,1.883,USDA_direct_medium,0.5713,10.0,USDA_direct_medium,0.5713,0.046,USDA_direct_medium,0.5713,0.42,USDA_direct_medium,0.5713
myfcd_0127,"SOYA BEAN DRINK, PACKET, WITH REGULAR ADDED SUGAR","soya bean drink, packet, with regular added sugar",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113058/0/20/0/0/0,Beverages,beverages,87.74,55.03,1.58,1.31,9.23,0.0,0.14,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,15,0.3182,"{""dg"":"""",""dc"":""""}",soya bean drink packet regular added sugar,28.9211356466877,USDA_category_mean,0.3101,12.50324414715719,USDA_category_mean,0.3101,0.5430918032786886,USDA_category_mean,0.3101,1.824675324675325,USDA_category_mean,0.3101,0.1994950819672131,USDA_category_mean,0.3101,0.3178859060402684,USDA_category_mean,0.3101
myfcd_0128,"TEA MIX, INSTANT","tea mix, instant",MyFCD,https://myfcd.moh.gov.my/myfcdcurrent/index.php/site/detail_product/R113059/0/20/0/0/0,Beverages,beverages,38.105000000000004,222.3533,3.4000000000000004,5.3633,29.9633,3.0944,0.9833,11.9,64.44,0.53325,42.137100000000004,112.5,0.0001,0.44,0.0,0.0,,,0.0717,0.09085,0.33665,2.575,per 100g,2026-07-01T04:14:10.551444Z,2026-07-01T04:14:10.551444Z,22,0.0,"{""dg"":"""",""dc"":""""}",tea mix instant,272.0,USDA_direct_medium,0.5376,5.53,USDA_direct_medium,0.5376,0.0,USDA_direct_medium,0.5376,0.0,USDA_direct_medium,0.5376,0.356,USDA_direct_medium,0.5376,0.0,USDA_direct_medium,0.5376
