kode_pangan,food_name_original,category_original,tipe_bahan,source,source_url,water_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_c_mg,notes
DP012,"Kacang panjang, rebus",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,90.9,30,2.3,0.4,5.8,1.4,0.6,71,68,0.8,24,114.5,0.10,0.4,0,128,162,0.00,0.07,0.2,15,
DP013,"Kangkung, kukus",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,90.4,30,3.2,0.7,4.7,1.8,1.0,70,49,4.4,45,184.9,0.10,0.3,0,"2,370","5,837",0.03,0.28,1.4,11,
DP014,"Kangkung, rebus",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,93.0,22,2.5,0.6,3.1,1.2,0.8,50,51,3.5,31,98.0,0.10,0.3,0,"2,370","4,325",0.01,0.22,1.2,13,
DP015,"Paria putih, kukus",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,95.0,16,0.8,0.2,3.4,1.2,0.6,16,33,0.5,4,236.0,0.00,0.7,,187,65,0.15,0.04,0.3,35,
DP016,"Selada, rebus",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,93.5,19,2.7,0.2,2.9,0.7,0.7,83,74,1.4,24,160.7,0.05,0.2,,"2,499","3,700",0.08,0.20,0.6,27,
DP017,"Taoge, goreng",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,79.2,88,3.2,2.1,14.0,0.7,1.5,168,50,5.7,,,,,2,,613,0.05,,,0,
DP018,"Taoge, seduh",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,91.9,28,3.0,0.8,4.0,1.0,0.3,52,73,0.5,18,58.3,0.19,0.4,,46,18,0.10,0.00,0.9,2,
DP019,"Terung panjang, kukus",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,92.7,23,1.8,0.1,4.9,0.4,0.5,40,13,0.5,9,57.0,67.10,0.2,0,99,20,0.00,0.07,0.7,1,
DP020,"Wortel, rebus",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,92.1,28,0.7,0.5,6.3,0.8,0.4,46,28,0.6,41,117.3,0.10,0.2,0,"3,824","5,396",0.01,0.03,0.7,12,
DP021,"Wortel, kukus",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,89.5,37,1.0,0.6,8.3,1.1,0.6,44,30,0.6,43,122.5,0.11,0.3,0,"3,994","7,150",0.02,0.03,0.8,14,
DP022,"Asinan Bogor, sayuran",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,78.0,98,3.9,2.6,14.8,0.5,0.7,314,17,1.2,483,,,,10,,146,0.28,,,5,
DP023,"Anyang, sayur",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,76.9,126,3.4,7.9,10.3,5.4,1.5,180,1,2.9,290,181.0,0.30,1.2,,"3,263",,0.20,,,,"Seperti urap sayuran, biasanya terdiri dari daun pakis, tauge, daun pepaya, kacang panjang, kangkung dan kelapa parut"
DP024,"Ares, sayur",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,77.7,113,0.9,7.2,11.2,4.7,3.0,63,5,1.5,"1,413","1,030",0.70,3.8,,6,,0.10,,0.5,,Masakan dari umbut / hati batang pisang dimasak dengan santan dan bumbu (gulai)
DP025,Arwan sirsir,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,59.0,277,2.4,25.0,10.7,4.6,2.9,120,40,2.4,240,320.0,0.20,0.9,,"1,578",,0.10,0.20,0.0,11,"Bahan dasar terdiri dari daun kasbi, daun pepaya, bunga pepaya dimasak dengan santan"
DP026,Beberuk,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,89.1,65,1.1,5.2,3.5,3.1,1.1,179,72,8.3,53,427.0,0.40,0.2,,44,,0.30,,4.4,,"Sayuran mentah (kacang panjang dan terong ungu kecil diiris halus), ditambah bumbu / saos : cabe merah, cabe rawit merah, tomat, terasi, dan garam"
DP027,Botok lamtoro,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,63.9,186,11.7,9.7,13.0,2.1,2.2,771,322,26.0,,,,,18,,179,0.27,,,2,"Bahan dasar terdiri dari lamtoro dan kelapa parut, dikukus dengan dibungkus daun pisang."
DP028,Buntil daun talas,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,74.5,141,4.4,10.2,8.0,1.8,3.0,149,121,14.5,,,,,13,,"8,610",0.25,,,1,"Bahan dasar terdiri dari daun talas, kelapa parut, dan ikan teri. Direbus dengan santan."
DP029,Cammetutu,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,79.6,102,3.2,6.0,8.7,4.3,2.5,41,93,0.5,443,518.0,0.30,0.7,,"1,123",,0.30,0.40,0.4,19,"Sayur daun singkong ditumbuk dan dimasak bersama kacang panjang, terong, dan labu siam."
DP030,"Cap cai, sayur",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,82.7,97,5.8,6.3,4.2,0.6,1.0,287,89,1.8,405,,,,45,,"1,640",0.21,,,1,
DP031,Gado-gado,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,68.5,137,6.1,3.2,21.0,1.1,1.5,301,135,7.5,,,,,3,,"5,929",0.10,,,1,
DP032,"Gudeg, sayur",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,69.2,160,3.3,9.2,16.0,2.3,2.1,62,55,12.8,,,,,0,,166,0.15,,,0,Bahan dasar terdiri dari nangka muda dan santan. Direbus dalam waktu yang lama
DP033,Gulai pakis,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,76.1,143,4.0,11.4,6.0,1.4,2.6,548,124,1.7,,,,,11,,"9,802",0.35,,,1,
DP034,Gulai pliek,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,71.9,176,7.3,14.9,3.2,,2.7,39,54,1.4,257,285.0,0.30,0.6,,,,,,,,"Bahan dasar terdiri dari nangka muda, daun melinjo, buah melinjo, jantung pisang, kacang panjang. Direbus dengan santan."
DP035,Kadada katembe,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,80.0,110,4.5,6.9,7.1,3.9,1.5,26,77,0.0,178,131.0,0.20,0.7,,46,,0.10,,3.7,23,
DP036,"Kaparende, sayur",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,91.7,38,2.4,2.0,2.6,1.5,1.3,126,68,0.0,170,43.0,0.00,0.3,,40,,0.10,,3.7,22,sayur bening daun kelor + pepaya muda + ikan teri
DP037,"Karedok, sayur",Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,79.0,92,2.2,3.3,14.1,1.4,1.4,174,85,2.4,,,,,0,,1,0.08,,,3,
DP038,Keripik bayam,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,2.3,586,4.9,40.6,50.2,0.5,1.9,236,117,3.6,,,,,0,,"4,544",0.16,,,0,
DP039,Kotiu hinela tawang nggole,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,88.4,46,2.2,1.5,6.0,3.8,1.9,64,44,0.0,316,103.0,1.60,0.8,,75,,0.30,,9.7,7,Sayur campur jantung pisang + daun singkong dan tekokak bumbu garam dan terasi
DP040,Lema/ Rebung asam,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,96.3,15,1.0,0.4,1.9,,0.4,17,230,2.9,3,156.0,0.10,0.7,,,,0.30,0.00,,,"Bahan dasar : rebung dan ikan, diolah dengan cara direbus dan difermentasi, dengan rasa asam pedas"
DP041,Lilin bungkus gedi,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,84.8,79,2.3,5.2,5.8,2.5,1.9,170,70,0.9,170,50.0,0.20,0.8,,,,0.20,0.10,0.0,18,
DP042,Olah-olah,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,83.9,9,2.1,6.0,7.1,4.4,0.9,26,3,1.2,289,266.0,0.30,0.6,,36,,0.20,0.10,0.4,,"Masakan sayur: Kacang panjang dan toge direbus diberi saos santan kental yang dimasak dengan bumb bawang merah + bawang putih, cabe merah, terasi dan garam."
DP043,Paku hinela wulelenggapaya,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,83.4,77,3.5,4.6,5.4,3.6,3.1,63,85,0.0,469,37.0,0.30,0.7,,55,,0.80,0.10,0.2,4,Sayur paku dan  bunga pepaya
DP044,Pelecing kangkung,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,83.8,75,2.5,2.8,10.0,5.4,0.9,36,3,2.1,408,381.0,0.10,0.4,,870,,0.70,,0.2,12,"Kangkung dan toge direbus ditaburi kelapa parut (disangan) dan sambal (garam, cabe, terasi, dan tomat ) disiram air jeruk."
DP045,Purundawa,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,91.8,25,1.5,0.5,3.6,1.7,2.6,147,39,0.0,239,201.0,0.10,0.6,,55,,0.10,0.10,11.6,2,Sayur bening bayam + terong kecil bumbu garam + terasi
DP046,Rujak cingur,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,70.1,153,11.3,8.4,8.0,1.4,1.4,256,143,4.4,,,,,18,,"2,880",0.16,,,2,"Seperti gado-gado, ditambah cingur sapi."
DP047,Sayur asem,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,93.2,29,0.7,0.6,5.0,0.6,0.8,40,61,3.1,,,,,14,,"2,075",0.10,,,0,
DP048,Sayur bunga pepaya,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,83.4,49,1.7,0.3,9.8,2.7,2.1,220,220,1.3,90,350.0,0.10,0.1,,372,,,0.10,0.0,0,
DP049,Sayur garu,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,70.8,178,2.6,13.9,10.6,8.4,2.1,30,130,0.9,20,120.0,0.10,0.3,,,,0.20,0.10,,9,"Bahan dasar terdiri dari jantung pisang, daun ubi, daun pepaya. Ditumis"
DP050,Sayur kohu-kohu,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,72.8,133,7.3,6.6,11.2,1.2,2.1,40,120,0.2,20,50.0,0.10,0.3,,944,,0.20,0.20,,9,"Seperti urap. Bahan dasar terdiri dari bayam, ketimun, daun kemangi, kacang panjang, taoge, dan kelapa."
DP051,Sayur lilin-terubuk,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,90.4,36,2.7,0.7,4.8,1.4,1.4,10,90,0.1,30,44.0,0.20,1.0,,,,0.30,0.20,,18,Bahan dasar terdiri dari lilin/terubuk. Direbus dengan santan.
DP052,Sayur ndusuk,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,87.5,49,3.1,2.5,3.6,,3.1,11,6,0.5,"1,011",88.0,,0.2,,,,0.20,0.10,,15,
DP053,Sayur sop,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,92.7,27,1.3,2.0,1.0,0.3,2.7,168,57,1.8,,,,,20,,"2,569",0.10,,,0,
DP054,Sayur umbut kelapa,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,85.5,67,5.2,2.9,5.1,1.4,1.3,48,81,3.2,313,108.0,0.20,1.1,,21,,0.20,,,5,"Bahan dasar terdiri dari umbut kelapa, labu kuning, dan iga sapi. Direbus dengan santan"
DP055,Sayur umbut rotan,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,87.6,57,5.4,2.6,3.1,1.6,1.3,184,135,1.2,256,81.0,0.20,0.9,,18,0,0.20,,,6,Umbut rotan masak tumis
DP056,Shabu-shabu,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,87.1,88,3.2,8.0,0.8,0.9,0.9,217,48,2.9,514,,,,82,,"2,000",0.20,,,0,
DP057,Semur jengkol,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,52.7,212,6.0,10.0,29.1,,2.2,77,99,1.0,,,,,,,81,0.14,,,4,
DP058,Tinira ninahu nggaluku,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,91.8,33,1.2,1.3,4.1,3.1,1.5,35,35,0.0,161,119.0,0.20,0.7,,6,0,0.30,0.00,3.5,10,Bahan dasar terdiri dari daun melinjo
DP059,Tumis bayam bersantan,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,91.2,48,1.4,4.2,2.6,0.5,0.6,129,27,0.8,,,,,0,,"2,988",0.01,,,22,
DP060,Waluh balamak,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,89.4,45,0.8,0.9,8.1,7.9,1.0,25,25,0.5,61,15.0,,0.2,,"1,241",0,0.20,0.00,0.1,2,
DP061,Woku ubi,Sayuran,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,73.0,143,3.1,7.8,15.0,7.0,1.1,195,91,2.8,353,256.0,0.30,1.0,,"1,519",0,0.10,,,15,
ER001,"Alpukat, segar (Avocado, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,84.3,85,0.9,6.5,7.7,,0.6,10,20,0.9,2,278.0,0.20,0.4,,189,180,0.05,0.08,1.0,13,
ER002,"Anggur hutan, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,92.3,30,0.5,0.2,6.8,1.2,0.2,39,12,1.1,,,,,0,,1,0.01,,,3,
ER003,"Apel malang, segar (Apel, green, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,85.9,57,0.5,0.4,12.8,0.8,0.3,9,18,0.6,4,175.4,110.16,0.0,,26,"2,240",0.05,0.03,0.1,5,
ER004,"Apel, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,84.1,58,0.3,0.4,14.9,2.6,0.3,6,10,0.3,2,130.0,124.20,0.3,,30,90,0.04,0.03,0.1,5,
ER005,"Arbai, segar (Arbein, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,89.9,37,0.8,0.5,8.3,,0.5,28,27,0.8,2,43.0,63.52,18.9,,2,60,0.03,0.00,0.1,60,
ER006,"Belimbing, segar (Starfruit, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,90.0,36,0.4,0.4,8.8,3.2,0.4,4,12,1.1,4,130.0,,0.1,,29,170,0.03,,,35,
ER007,"Biwah, segar (Loquat, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.1,51,0.3,0.1,12.1,0.7,0.5,220,14,0.8,1,258.6,0.04,0.0,0,,"12,256",0.10,0.02,0.0,4,
ER008,"Buah atung, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,92.0,23,0.8,0.2,5.2,,1.8,30,50,4.6,,,,,,,0,0.29,,,38,
ER009,"Buah kelenting, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,73.9,110,1.4,2.1,21.4,,1.2,8,102,1.1,2,0.0,0.30,0.9,,,,0.20,0.10,,6,
ER010,"Buah kom, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,33.7,264,4.0,1.1,59.6,9.0,1.7,306,92,0.8,,,,,0,,400,0.11,,0.0,9,
ER011,"Buah mentega (Bisbul), segar (Persimmons, japanese, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,89.0,39,0.7,0.2,9.7,2.0,0.4,43,17,0.8,1,90.0,0.06,0.1,,141,55,0.02,0.01,0.1,33,
ER012,"Buah Naga Merah, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,85.7,71,1.7,3.1,9.1,3.2,0.4,13,14,0.4,10,128.0,0.00,0.4,,0,0,0.50,0.30,0.5,1,
ER013,"Buah Naga Putih, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,86.6,56,0.8,1.0,10.9,3.2,0.6,13,27,0.5,7,231.0,0.00,0.4,,0,0,0.02,0.50,0.9,1,
ER014,"Buah negri, segar (Passion-fruit (granadilla), fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,85.7,55,1.2,0.1,12.2,5.2,0.8,30,40,0.2,10,0.0,0.10,0.3,,460,,0.33,0.03,0.1,9,
ER015,"Buah nona, segar (Sugarapple, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,71.5,101,1.7,0.6,25.2,2.8,1.0,27,20,0.8,5,312.5,325.70,0.1,,49,,0.08,0.16,0.9,22,
ER016,"Buah rotan, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.4,78,0.6,0.3,18.2,,1.5,1,7,3.4,7,495.0,0.30,0.7,,,,0.12,0.00,,5,
ER017,"Buah rukam, segar (Rukam, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,71.3,113,0.8,0.3,26.8,7.7,0.8,108,52,1.2,2,219.0,0.30,0.9,,17,,0.06,0.01,,20,
ER018,"Buah ruruhi, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,93.0,29,2.1,0.7,3.6,2.6,0.3,6,7,0.0,36,45.0,0.00,0.1,,7,,0.06,0.01,,10,
ER019,"Buah tuppa, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,82.5,67,0.4,0.2,15.9,,1.0,12,139,0.5,2,0.0,0.20,0.5,,,,0.04,0.01,,5,
ER020,"Carica papaya, segar (Papaya)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,93.4,24,1.9,0.2,3.7,1.0,0.9,51,33,1.8,,,,,0,0,"1,000",0.32,0.07,0.0,85,
ER021,"Cempedak, segar (Chempedak)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,67.0,116,3.0,0.4,28.6,3.4,1.0,20,30,1.5,25,243.7,,,,79,200,0.00,,0.5,15,
ER022,"Duku, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,82.0,63,1.0,0.2,16.1,4.3,0.7,18,9,0.9,2,149.0,0.09,0.2,,0,0,0.05,0.15,1.5,9,
ER023,"Durian, segar (Durian, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,65.0,134,2.5,3.0,28.0,3.5,8.0,7,44,1.3,1,601.0,0.12,0.3,,146,175,0.10,0.19,136.5,53,
ER024,"Duwet, segar (Jambolan, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.2,80,0.5,0.6,18.2,0.9,0.5,33,138,1.3,16,92.7,191.28,0.3,0,329,0,0.02,0.01,2.5,130,
ER025,"Embacang, segar (Kuwini, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,72.5,98,1.4,0.2,25.4,1.9,0.5,21,15,0.5,3,250.9,0.13,0.1,,"2,533","1,218",0.03,0.09,0.7,56,
ER026,"Encung asam, segar (Tamarillo, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,73.0,122,3.5,4.5,17.5,9.3,1.5,63,69,3.2,,,,,0,,"2,357",0.02,,,0,
ER027,"Erbis, segar (Passion-fruit (granadilla), fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.0,70,0.6,0.0,18.9,7.7,0.5,11,50,1.1,21,257.1,0.06,0.1,,549,10,0.00,0.10,1.1,16,
ER028,Gandaria masak (Kundang),Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,80.8,68,0.7,0.1,18.0,2.2,0.4,9,20,1.0,3,129.0,,,,329,"1,020",0.03,0.07,0.7,111,
ER029,"Gatep, segar (Chestnut, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,52.7,191,4.5,1.5,39.7,13.4,1.6,186,69,3.2,17,403.3,0.69,1.3,,51,,0.05,0.20,1.8,,
ER030,"Jambu air, segar (Roseapple, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.0,46,0.6,0.2,11.8,2.1,0.8,8,9,1.1,11,321.2,,0.1,,92,,0.02,0.38,4.6,5,
ER031,"Jambu biji (Guava, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,86.0,49,0.9,0.3,12.2,2.4,0.6,14,28,1.1,10,52.8,0.02,0.3,,27,25,0.02,0.03,0.8,87,
ER032,"Jambu bj putih tdk brbj (Guava, white, seedles, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,82.8,61,0.9,0.3,15.4,4.5,0.6,31,41,0.2,20,103.0,0.04,0.5,,53,18,1.02,0.06,1.3,116,
ER033,"Jambu bol, segar (Malay Apple, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.1,49,2.3,0.2,9.6,3.5,0.8,8,8,0.3,1,14.0,0.00,0.0,,92,,0.13,0.01,0.5,22,
ER034,"Jambu monyet, segar (Cashew apple, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,82.6,64,0.7,0.6,15.8,1.2,0.3,4,13,0.5,12,107.8,,,,"1,604",25,0.02,0.00,2.0,197,
ER035,"Jeruk bali, segar (Pummelo, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,86.3,48,0.6,0.2,12.4,0.8,0.5,23,27,0.5,21,366.1,171.25,0.1,,33,20,0.04,0.00,0.4,43,
ER036,"Jeruk banjar, segar (Orange (banjar), fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,84.5,61,0.8,0.2,14.1,5.4,0.4,9,13,0.2,3,79.0,0.10,0.1,,9,,0.12,0.03,0.3,31,
ER037,Jeruk garut-keprok (Mandarin),Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.3,44,0.8,0.3,10.9,1.6,0.7,33,23,0.4,5,518.1,169.30,0.2,,0,420,0.07,0.03,0.2,31,
ER038,"Jeruk Kalamansi, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,90.2,39,0.3,0.3,8.9,2.3,0.4,42,85,0.5,3,82.0,0.30,0.1,,1,0,0.02,0.10,0.0,30,
ER039,"Jeruk manis, segar (orange, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.2,45,0.9,0.2,11.2,1.4,0.5,33,23,0.4,4,472.1,160.00,0.2,,0,190,0.08,0.03,0.2,49,
ER040,"Jeruk nipis, segar (Lime, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,88.9,44,0.5,0.2,10.0,0.4,0.4,18,22,0.2,3,108.9,0.06,0.1,,23,4,0.01,0.03,0.2,20,
ER041,"Jeruk ragi, segar",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.6,49,0.7,0.2,11.1,0.5,0.4,36,67,0.7,4,457.3,155.00,0.2,,0,68,0.03,0.03,0.2,30,
ER042,"Kawista, segar (Wood apple, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,71.8,120,3.5,2.5,20.8,4.6,1.4,190,230,1.6,9,"1,015",308.43,0.4,,99,,0.07,0.07,0.4,3,
ER043,"Kedondong masak, segar (Ambarella, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,88.0,46,1.0,0.1,10.3,2.6,0.6,15,22,2.8,2,216.2,0.03,0.1,,164,233,0.08,0.23,0.3,30,
ER044,"Kedondong, segar  (Ambarella, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.8,47,0.5,0.2,10.4,2.7,0.6,7,58,0.8,2,0.0,,0.2,,167,,0.07,0.04,0.4,32,
ER045,"Kelapa hutan, kering",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,6.0,623,2.0,52.1,36.5,15.3,3.4,120,280,3.8,100,460.0,1.70,1.9,,,,,,0.2,,
ER046,"Kelapa muda, daging, segar (Coconut, flesh, Young, fresh )",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,83.3,68,1.0,0.9,14.0,0.0,0.8,7,30,1.0,18,564.6,0.14,0.3,0,0,,0.06,0.02,0.6,4,
ER047,"Kemang, segar (Kemang, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,86.5,48,1.0,0.2,11.9,1.7,0.4,10,24,0.1,2,88.6,0.04,0.1,,318,6,0.08,0.01,0.3,58,
ER048,"Kesemek, segar (Persimmons, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,78.2,78,0.8,0.4,20.0,0.6,0.6,6,26,0.3,0,34.5,0.13,0.1,,109,"2,710",0.05,0.00,0.1,11,
ER049,"Kokosan, segar (Langsat, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,85.0,86,1.6,0.2,13.0,1.4,0.2,22,38,1.3,2,118.3,0.08,0.2,,0,20,0.04,0.04,1.5,3,
ER050,"Kranji, segar (Sweet inga, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,20.1,315,2.1,1.4,73.5,3.6,2.9,160,120,3.7,,,,,,,,0.02,,,,
ER051,"Langsat, segar (Langsat, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,84.1,56,0.9,0.2,14.3,1.4,0.5,17,24,1.1,1,232.0,0.09,0.2,,,0,0.07,0.00,0.8,9,
ER052,"Lemon, segar (Lemon, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,92.2,34,0.5,0.8,6.2,0.1,0.3,23,20,0.3,31,140.0,0.10,0.2,,0,,0.09,0.12,0.3,50,
ER053,"Lontar, segar (Palmyra palm, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,93.0,27,0.4,0.2,6.0,1.6,0.4,91,243,0.5,,,,,,,,0.03,,,,
ER054,"Mangga, segar (Mango, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,86.6,52,0.7,0.0,12.3,1.6,0.2,20,16,1.0,3,140.0,0.33,0.0,,316,,0.03,0.01,0.3,12,
ER055,"Mangga benggala, segar (Mango, benggala, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,84.4,63,2.4,0.4,12.4,5.8,0.4,9,13,0.2,3,79.0,0.10,0.1,,10,,0.18,0.01,0.4,43,
ER056,"Mangga gedung, segar (Mango, gedung, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.4,44,0.7,0.2,11.2,1.6,0.5,13,10,0.2,2,83.6,0.04,0.1,,113,"16,400",0.08,0.01,0.3,30,
ER057,"Mangga golek, segar (Mango, golek, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,82.2,63,0.5,0.2,16.7,2.3,0.4,14,10,0.7,3,118.1,0.05,0.1,,160,"3,715",0.08,0.02,0.4,65,
ER058,"Mangga harumanis, segar (Mango, harumanis, fresh)",Buah,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,86.6,46,0.4,0.2,11.9,1.7,0.8,15,9,0.2,2,88.9,0.04,0.1,,120,"1,200",0.08,0.01,0.3,6,
