kode_pangan,food_name_original,category_original,tipe_bahan,source,source_url,water_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_c_mg,notes
GP012,"Ikan Gabus, kering (Asian snakehead, fish, dried)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,24.0,268,58.0,4.0,0.0,0.0,14.0,15,100,0.1,,,,,30,,,0.10,,,0,
GP013,"Ikan gete, goreng",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,44.7,267,23.1,19.4,0.2,,12.6,"2,340","1,240",0.8,590,440.0,0.10,1.9,,,,,,0.2,,
GP014,"Ikan hiu, kering (Shark, fish, dried)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,23.1,298,46.3,3.6,20.2,,6.8,335,846,2.5,957,"1,457",0.50,2.0,661,,,0.84,0.11,22.5,,
GP015,"Ikan katombo, asin (Pargy, fish, salted)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,44.7,162,31.7,2.8,0.3,0.0,15.5,279,609,4.6,"4,393",342.2,2.80,,0,,0,0.09,,,0,
GP016,"Ikan kayu, kering",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,23.1,302,70.7,1.9,0.4,0.0,3.9,313,22,4.1,345,"1,045",,1.8,,,,1.40,0.04,20.0,,
GP017,Ikan Lais bakar,Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,69.4,147,17.5,6.5,5.4,,1.2,54,194,0.1,142,209.0,,0.5,,,,,,,,
GP018,"Ikan lomak asin, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,21.6,258,40.3,2.3,18.9,0.0,16.9,140,279,2.3,"6,227",485.1,2.30,,,,,0.10,0.30,6.0,,
GP019,Ikan Mas pepes,Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,57.5,209,15.2,11.3,11.8,0.5,4.3,686,530,6.1,74,276.7,0.10,1.9,3,,315,0.13,0.10,2.4,0,
GP020,Ikan mujahir goreng,Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,44.7,416,46.9,23.9,0.0,0.0,2.2,346,654,0.9,54,278.9,0.00,0.2,12,3,8,0.12,0.10,2.2,0,
GP021,Ikan Mujahir pepes,Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,73.7,121,21.7,2.8,0.8,0.0,1.0,83,248,1.6,58,265.8,0.00,0.3,8,,6,0.00,0.10,1.9,0,
GP022,"Ikan mujahir, dendeng, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,15.2,582,68.3,15.2,37.2,0.0,14.1,"3,258","1,699",4.3,,,,,15,,20,0.27,,,0,
GP023,"Ikan Papuyu, bakar",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,66.6,152,17.6,6.1,6.7,0.0,3.0,244,227,3.4,320,224.0,0.20,1.0,,,,,,,,
GP024,"Ikan Patin, bakar",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,70.3,144,17.5,6.3,4.3,,1.6,191,232,1.4,379,230.0,0.10,0.7,,,,,,,,
GP025,"Ikan peda banjar, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,46.0,156,28.0,4.0,2.0,0.0,20.0,174,316,3.1,59,368.8,0.00,0.5,33,4,,0.10,0.10,4.7,,
GP026,"Ikan pepetek, mentah (Ponyfish, fresh)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,33.0,176,32.0,4.4,2.0,0.0,28.6,120,200,1.0,79,1.0,,,15,,,0.05,0.10,2.4,0,
GP027,"Ikan Pindang banjar, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,59.0,157,28.0,4.2,1.8,0.0,7.0,50,100,1.0,,,,,45,,,0.10,,,0,
GP028,"Ikan Pindang benggol, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,57.0,170,31.0,4.2,0.0,0.0,7.8,50,100,1.0,,,,,45,,,0.10,,,0,
GP029,"Ikan Pindang layang, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,60.0,153,30.0,2.8,0.0,0.0,7.2,60,200,3.0,,,,,61,,,0.07,,,0,
GP030,"Ikan Pindang selar, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,60.0,142,27.0,3.0,0.0,0.0,10.0,60,200,3.0,,,,,61,,,0.07,,,0,
GP031,"Ikan sale, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,8.5,534,40.2,39.3,4.9,2.0,7.1,199,"1,244",2.7,673,673.0,0.30,2.6,,410,0,0.02,0.50,0.0,0,
GP032,"Ikan sale lais, mentah (Sheatfish)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,12.4,415,61.3,17.6,2.9,0.0,5.8,258,919,7.0,381,488.0,17.60,1.0,0,,0,0.03,0.10,17.3,0,
GP033,"Ikan saluang, kering, mentah (Rasborafish)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,33.6,284,34.1,9.9,14.6,0.0,7.8,"1,426","1,103",9.5,"1,767",263.0,1.30,18.7,,,,0.49,0.03,,,
GP034,"Ikan sanggang, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,42.6,240,21.7,7.7,20.7,,7.3,159,362,9.8,"2,041",159.0,1.50,8.8,,,,0.51,0.02,,,
GP035,"Ikan selar kuning, cue, mentah (Black-banded trevally)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,59.0,138,27.0,3.3,0.0,0.0,0.7,50,100,2.0,,,,,45,,,0.10,,,0,
GP036,"Ikan selar, kering, mentah (Trevally yellow-banded)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,43.0,194,38.0,3.5,0.0,0.0,15.5,20,200,1.0,,,,,0,0,,0.01,,,0,
GP037,"Ikan sepat, kering, mentah (Siamese gourami)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,30.0,289,38.0,14.0,0.0,0.0,18.0,40,100,0.7,,,,,0,0,,0.00,,,0,
GP038,"Ikan sunu, asin, mentah (Coral trout)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,34.7,199,34.1,3.8,7.1,,20.3,94,92,2.2,377,57.0,0.10,3.2,"2,481",,,1.50,0.13,7.2,,
GP039,"Ikan, tepung, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,4.3,316,60.1,6.5,22.4,0.0,6.7,"3,196","1,976",16.6,,,,,320,0,0,0.00,,,0,
GP040,"Ikan Teri nasi, kering, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,34.5,144,32.5,0.6,0.0,0.0,32.4,"1,000","1,000",3.0,312,,,,61,,,0.10,,,0,
GP041,"Ikan Teri, bubuk, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,15.0,277,60.0,2.3,1.8,0.0,20.9,"1,209","1,225",3.0,,,,,90,,,0.10,,,0,
GP042,"Ikan teri, kering, mentah (Anchovy)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,37.8,170,33.4,3.0,0.0,0.0,25.8,"1,200","1,500",3.6,,,,,64,,,0.15,,,0,
GP043,"Ikan Teri, kering, tawar, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,16.7,331,68.7,4.2,0.0,0.0,10.4,"2,381","1,500",23.4,,,,,61,,,0.10,,,0,
GP044,"Ikan Teri, tepung, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,5.2,347,48.8,6.4,19.6,0.0,20.0,"4,608","1,200",18.6,,,,,61,0,130,1.12,,,0,
GP045,"Kerang, asap, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,9.3,393,38.9,13.3,29.4,,9.1,420,410,8.5,160,50.0,0.60,3.7,,,,0.30,1.70,0.2,,
GP046,"Kerang, dendeng, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,18.3,357,41.1,10.0,25.6,0.0,5.0,217,904,5.2,,,,,0,,329,0.27,,,0,
GP047,"Rebon, kering, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,21.6,299,59.4,3.6,3.2,0.0,12.2,"2,306",625,21.4,,,,,0,0,,0.06,,,0,
GP048,"Rebung laut, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,18.2,320,7.2,4.2,63.3,,7.1,240,570,6.6,20,"1,040",1.50,6.2,917,,,0.00,0.00,4.9,,
GP049,Sardines dalam kaleng,Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,47.1,338,21.1,27.0,1.0,0.0,3.8,354,434,3.5,,,,,76,0,,0.10,,,0,
GP050,"Teripang, dendeng, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,12.5,462,39.1,32.4,3.5,0.0,12.5,499,616,96.4,315,402.5,,,2,0,144,1.37,0.00,5.3,0,
GP051,"Udang kering, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,14.9,278,62.6,4.1,2.2,,16.2,760,510,5.2,540,360.0,2.40,3.2,39,,,,,0.1,,
GP052,"Udang papay, mentah",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,24.5,273,47.8,3.8,12.5,,11.5,"1,109",789,2.4,651,802.0,2.60,10.8,,,,,,,,
GP054,Abon ikan,Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,6.4,435,27.2,20.2,36.1,,10.1,,,,,,,,,,,,0.80,24.3,,
GP055,"Betok wadi, masakan (Climbing gouramy)",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,69.2,145,16.3,7.0,4.1,,3.4,405,523,1.8,69,203.0,1.00,1.3,,,,0.22,,,,"Ikan betok yang dibersihkan lalu difermentasi dengan garam dalam wadah beling, setalah itu dimasak sesuai selera, digoreng atau disayur."
GP056,"Bou ninahu ndamate, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,79.5,79,6.3,1.0,1.1,,2.1,,,,67,,,,691,,,0.10,0.00,0.1,,Ikan gabus segar dimasak dengan tomat (Sup gabus)
GP057,"Bouiki ninahu nggaluku, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,73.9,94,7.8,2.2,10.8,,5.3,,,,58,179.4,,1.5,,,,0.50,0.03,2.4,,Keong sawah / tutut dimasak dengan santan
GP058,Cakalang asar (asap),Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,64.3,155,20.1,3.8,10.2,,1.6,20,240,2.1,90,390.0,0.30,0.1,86,,,,0.70,0.2,,
GP059,"Dendeng belut, goreng, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,8.2,382,55.7,14.1,8.0,0.0,14.0,"1,069",654,15.4,,,,,28,,"1,480",0.48,,,0,
GP060,"Dendeng mujahir, goreng, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,6.5,598,74.3,26.9,9.2,0.0,13.1,"1,957","1,447",7.4,,,,,18,,25,0.19,,,0,
GP061,Fillet o-fish,Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,51.0,270,12.3,15.9,19.3,0.2,1.5,239,272,1.8,439,,,,34,,580,0.59,,,0,
GP062,"Gete kuah asam, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,80.1,75,8.2,2.0,6.0,,3.8,"1,620",880,0.8,260,150.0,0.10,1.5,,,,,,0.1,,
GP063,"Gulai asam keueung, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,86.0,52,10.0,0.5,1.8,,1.7,62,102,0.3,332,141.0,0.00,1.0,,,,0.18,0.34,,,"Ikan yang dimasak dengan asam kanti, biasanya ikan kakap, ikan bandeng, tongkol, patin, dan kembung"
GP065,"Gulai ikan, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,75.7,106,16.5,3.3,2.5,,2.0,306,196,4.8,743,,,,86,,"2,760",0.32,,,0,
GP064,"Gulai ikan paya, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,72.1,148,10.0,9.8,5.0,,3.1,103,82,0.7,525,256.0,0.10,0.9,,,,0.26,0.02,,,
GP066,"Gulai keumamah, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,81.4,110,5.9,8.2,3.2,,1.3,32,96,1.0,335,121.0,0.20,0.9,,,,0.33,0.04,,,"Keumamah atau katshibushi atau ikan kayu (jenis ikan: tongkol/tuna/cakalang). Ikan direbus, dikeringkan beberapa hari hingga mengeras, lalu diiris kecil-kecil. Keumamah dimasak dengan santan"
GP067,"Gulai tiram, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,73.1,132,9.0,7.2,7.8,,2.9,53,134,3.7,285,133.0,1.10,0.7,389,,,0.29,0.12,,,
GP068,"Gurame asem manis, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,63.1,192,12.7,10.1,12.7,0.0,2.4,283,169,1.1,,,,,19,,"1,440",0.10,,,0,
GP069,"Ikan asar merah, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,69.2,146,17.7,5.9,5.6,,1.6,100,240,4.0,170,310.0,0.30,1.4,224,0,,,,,,
GP070,"Jambal goreng, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,13.4,286,48.5,9.2,2.3,,26.6,207,457,3.3,,,,,109,,160,0.40,,3.1,0,
GP071,"Jukku pallu kaloa, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,69.4,15,15.2,4.3,8.8,,2.3,40,170,1.1,605,153.0,0.60,1.1,,,,0.30,0.14,7.5,,"Masakan ikan cangkalang dengan bumbu lengkuas, serai, cabai merah, kecap, dan garam"
GP072,"Kaholeo, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,11.2,413,28.7,19.8,29.8,,10.5,909,"1,291",0.0,0,"1,171",0.10,3.1,"4,236",,,1.34,0.03,5.7,,Sambal goreng kering teri
GP073,Lawara penjah,Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,64.5,207,7.4,15.4,9.6,,2.9,114,219,5.9,683,117.0,0.50,0.7,0,38,,0.19,0.04,,14,Ikan penja dimasak dan dicampur dengan kelapa parut yang sudah berbumbu (seperti urap)
GP074,"Model, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,83.9,79,2.2,4.0,8.6,,1.3,8,33,0.8,147,34.0,0.10,0.5,,,,0.16,0.02,,,"Dibuat dari adonan yang sama dengan�pempek�kapal selam. Bedanya, model diisi dengan�tahu�dan digoreng sebelum disaji. Dihidangkan dengan kuah model yang terbuat dari�kaldu�udang. Lalu dicampur dengan�bihun, timun,�dan�ebi"
GP075,"Mujahir acar kuning, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,43.1,330,17.8,23.4,12.1,1.1,4.6,154,357,5.3,,,,,24,,"4,130",0.15,,,0,
GP076,"Parede baleh, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,80.0,87,10.5,2.5,5.5,,1.5,35,215,0.9,416,59.0,0.10,0.2,,,,0.24,0.00,0.7,,Masakan ikan dengan mangga
GP077,"Pempek adaan, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,62.6,162,4.9,3.0,27.8,,1.7,26,116,1.0,488,119.0,0.10,0.2,,,,0.30,0.03,1.0,,
GP078,"Pempek belida, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,61.4,156,4.2,1.4,31.6,0.2,1.4,100,55,3.3,,,,,0,,0,0.03,,,0,
GP079,"Pempek kapal selam, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,63.4,152,4.5,2.3,28.2,,1.6,19,115,1.6,628,91.0,0.10,0.2,,,,0.20,0.03,1.0,,
GP080,"Pempek kelesan, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,53.0,211,12.3,6.1,26.6,0.4,2.0,840,176,1.8,,,,,14,,888,0.25,,,0,
GP081,"Pempek kulit, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,45.7,243,5.2,7.3,39.1,,2.7,16,96,2.0,555,102.0,0.10,0.6,,,,0.20,0.02,0.9,,
GP082,"Pempek telur, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,62.4,156,4.7,2.7,28.3,,1.9,13,83,1.3,448,48.0,0.10,0.6,,,,0.20,0.05,1.1,,
GP083,"Pempek tenggiri, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,56.3,173,7.2,1.2,33.4,0.2,1.9,164,80,3.1,,,,,0,,0,0.02,,,0,
GP084,"Pencok lele, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,47.5,372,7.8,36.3,3.5,0.0,4.9,289,295,5.3,,,,,64,0,"12,070",0.12,,,0,
GP085,Pinda,Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,71.0,107,15.9,0.6,0.4,,3.1,375,336,1.9,526,330.0,0.20,1.0,896,,,0.89,0.05,0.5,,Ikan boto - boto dimasak asam
GP086,"Pindang kenari, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,80.1,124,9.5,9.6,0.0,,2.8,120,220,1.3,370,270.0,0.30,1.2,18,381,,,,0.1,,"Ikan tongkol dimasak dengan terong, lalu ditambahkan kacang kenari sebagai bumbunya dan daun kemangi"
GP087,"Saboko gurita, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,76.2,87,15.7,1.5,2.6,,4.1,60,14,2.1,200,180.0,0.90,4.0,38,,,,,,,"Gurita dibumbui dengan cabe, bawang, daun asam muda yang kemudian dibungkus dengan daun lontar dan dibakar"
GP088,"Saboko saltan, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,76.0,113,17.1,3.6,3.0,,0.3,240,60,0.5,40,350.0,0.20,0.6,27,,,,,0.1,,"Ikan saltan dibumbui dengan cabe, bawang, daun asam muda yang kemudian dibungkus dengan daun lontar dan dibakar"
GP089,"Saboko sardin, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,70.0,110,12.9,4.3,4.9,,7.9,220,520,6.0,200,280.0,0.20,3.9,37,,,,,,,"Ikan sarden dibumbui dengan cabe, bawang, daun asam muda yang kemudian dibungkus dengan daun lontar dan dibakar"
GP090,Sate Bandeng,Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,47.1,283,12.1,16.8,20.9,2.0,3.1,118,186,1.2,543,199.0,0.20,0.9,,2,0,0.02,0.02,0.0,0,Pangan tunggal terolah/ produk yang berbahan baku ikan bandeng
GP091,"Sepi, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,66.1,88,7.9,1.6,10.6,,13.8,924,350,2.3,873,258.0,1.00,1.1,783,,,,,,,Makanan yang terbuat dari udang rebon (anak udang yang sangat kecil yang di Bima disebut Sepi Bou)
GP092,"Tekwan, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,86.7,53,1.9,0.9,9.4,,1.1,9,41,1.0,174,42.0,0.00,0.0,99,,,0.10,0.02,0.4,,
GP093,"Teri belado, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,25.8,365,23.7,22.3,17.5,0.0,10.9,869,348,4.0,,,,,27,,"1,567",0.13,,,0,
GP094,"Tumis bandeng, masakan",Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,70.5,189,11.3,15.7,0.6,,1.9,56,129,0.4,314,280.0,0.10,0.7,579,,,0.46,0.02,,,
GP095,Tumis keumamah,Ikan/Kerang/Udang dll,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,45.7,300,14.5,20.0,15.5,4.5,4.3,,,,,,,,,8,,0.63,0.04,,7,"Keumamah atau katshibushi atau ikan kayu (jenis ikan: tongkol/tuna/cakalang). Ikan direbus, dikeingkan beberapa hari hingga mengeras, lalu diiris kecil-kecil. Keumamah dimasak tumis"
HR001,"Telur ayam kampung, segar (Feral chicken, egg, fresh)",Telur,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,73.1,174,10.8,14.0,1.2,0.0,0.9,68,268,4.9,190,141.0,0.60,1.5,203,23,125,0.78,0.62,0.2,,
HR002,"Telur ayam ras, segar (Domestic chicken, egg, fresh)",Telur,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,74.3,154,12.4,10.8,0.7,0.0,0.8,86,258,3.0,142,118.5,0.16,1.0,61,22,104,0.12,0.38,0.2,0,
HR003,"Telur ayam ras, bagian kuning, segar (Domestic chicken, egg, yolk, raw)",Telur,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,49.4,355,16.3,31.9,0.7,0.0,1.7,147,586,7.2,111,107.5,0.20,2.5,606,63,,0.27,0.51,0.2,0,
HR004,"Telur aAyam ras, bagian putih, segar (Domestic chicken, egg, white, raw)",Telur,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,87.8,50,10.8,0.0,0.8,0.0,0.6,6,17,0.2,164,138.5,0.03,0.4,0,0,,0.00,0.26,0.4,0,
HR005,"Telur bebek alabio, segar (Duck, alabio, egg, fresh)",Telur,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,70.0,187,11.8,14.2,3.0,0.0,1.0,60,268,6.0,115,80.0,0.60,1.7,180,437,,1.55,0.37,0.1,,
HR006,"Telur bebek, bagian kuning, segar (Duck, egg, yolk, fresh)",Telur,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,47.0,386,17.0,35.0,0.8,0.0,0.2,150,400,7.0,106,90.7,0.09,2.5,870,747,,0.60,0.68,1.4,0,
HR007,"Telur bebek, bagian putih, segar (Duck, egg, white, fresh)",Telur,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,88.0,54,11.0,0.0,0.8,0.0,0.2,21,20,0.1,184,150.2,0.13,0.1,0,0,,0.01,0.02,0.1,0,
HR008,"Telur bebek tambak, segar (Domestic duck, egg, fresh)",Telur,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,67.7,187,10.9,12.4,7.9,0.0,1.1,64,295,5.4,209,146.0,0.40,1.8,378,471,375,1.62,0.03,0.1,,
HR009,"Telur burung maleo, segar (Maleo, bird, egg , fresh)",Telur,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,36.0,436,26.5,36.3,0.4,,0.8,154,120,4.3,77,333.0,0.40,2.9,"3,987",,,,1.00,0.2,,
HR010,"Telur penyu, segar (Turtle, egg)",Telur,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,7.4,136,8.6,10.1,2.7,0.0,1.2,66,282,3.4,478,115.0,0.50,1.4,82,17,,0.21,0.02,0.0,0,
HR011,"Telur burung puyuh, segar (Quail, egg, fress)",Telur,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,79.8,116,10.7,7.0,1.6,0.0,0.9,65,191,3.5,111,11.0,0.05,1.2,95,80,,0.13,0.65,0.1,0,
HP001,"Telur ayam, dadar, masakan",Telur,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,61.9,251,16.3,19.4,1.4,0.0,1.0,62,250,2.5,,,,,36,,221,0.21,0.00,,0,
HP002,"Telur bebek, asin, mentah (Duck, egg, salted, raw)",Telur,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,66.5,179,13.6,13.3,4.4,0.0,2.2,120,157,1.8,483,140.1,,,253,13,,0.28,0.98,0.6,0,
HP003,"Telur bebek, dadar, masakan",Telur,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,55.1,301,20.0,23.7,0.0,0.0,1.2,71,600,9.2,,,,,122,,613,0.35,,,0,
HP004,"Ikan, telur, asin, mentah (Roe, (fish egg), fresh)",Telur,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,37.8,358,20.7,26.4,9.4,0.0,5.7,48,311,15.1,"2,684",59.0,0.40,3.0,"1,866",0,,0.21,0.54,2.1,,
HP005,"Bayau mi balu, masakan",Telur,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,36.1,313,6.0,12.2,44.8,,0.9,,,,,,,,783,89,,0.14,0.27,9.7,,Kuning telur dibuat seperti kue dadar kemudian dimasak dengan sirup gula putih
HP006,"Cucuru bayau, masakan",Telur,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,35.0,349,6.8,18.7,38.3,,1.2,,,,,,,,,123,,0.06,0.25,0.0,,"Snack dari kuning telur yang dikocok dengan sedikit gula, lalu dikukus dalam cetakan kecil - kecil bersama sirup gula putih"
HP007,"Kalio telur, masakan",Telur,Olahan (Processed),TKPI,https://www.panganku.org/id-ID/view,79.0,193,10.6,12.4,9.7,,1.4,148,246,3.8,540,,,,160,,"3,600",0.44,,,0,
JR001,"Kepala susu - krim, segar",Susu,Mentah (Raw),TKPI,https://www.panganku.org/id-ID/view,72.5,204,2.6,20.0,4.0,0.0,0.9,97,77,0.1,,,,,252,191,,0.03,0.20,0.1,1,
